immatriculation;numero_de_serie;marque;modele;date_debut;date_fin
S-VEX-526;055323138589;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-12-02;2025-07-24
S-DIZ-152;090035997892;JOYOR;Adulte Joyor Y10 Noir;2025-08-18;2027-04-10
S-JVM-531;083633007114;JOYOR;Adulte Joyor F3 Blanc;2024-12-01;2026-07-24
S-MLM-142;092857736304;SEGWAY-NINEBOT;Ninebot F2;2025-11-03;2027-06-26
S-MUO-337;022532673224;XIAOMI;Xiaomi Scooter 4;2025-01-31;2026-09-23
S-YWY-588;091446472691;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2023-10-02;2025-05-24
S-GYK-137;027899133595;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-04-27;2025-12-18
S-OBT-620;008867135427;SUOTU;Suotu M5 pour enfants et adultes;2025-01-17;2026-09-09
S-TKQ-067;054598497542;JOYOR;adulte Joyor Y5S blanche;2025-10-30;2027-06-22
S-WAI-348;096905797543;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2025-06-03;2027-01-24
S-YVO-643;073277439822;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2025-04-22;2026-12-13
S-DIN-468;077062763425;JOYOR;adulte Joyor Y5S blanche;2024-01-21;2025-09-12
S-NMB-679;029453725120;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-06-11;2025-01-31
S-DRW-550;079196797593;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-05-04;2025-12-25
S-MKI-020;086111209897;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-01-24;2025-09-15
S-OWT-201;085135389611;SUOTU;Suotu M5 pour enfants et adultes;2024-10-16;2026-06-08
S-ZGE-120;028576310865;BOHLT;pliable - eKick 10 PRO - Noir;2025-11-05;2027-06-28
S-RTS-979;071010163141;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2022-08-07;2024-03-29
S-LUH-729;012029857868;JOYOR;Adulte Joyor Y10 Noir;2024-03-08;2025-10-29
S-YOD-911;033068224750;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-02-26;2025-10-18
S-ISB-799;038072537453;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-05-18;2025-01-07
S-HCA-852;093960690994;NAVEE;Scooter électrique Navee N65 Noir;2024-01-05;2025-08-27
S-HWT-335;084548506187;XIAOMI;Xiaomi Scooter 4;2023-09-27;2025-05-19
S-DIA-454;079609027063;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2023-07-08;2025-02-27
S-XPP-069;080935258383;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2025-01-16;2026-09-08
S-BYT-321;007003367414;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2022-11-06;2024-06-28
S-NWS-237;073333746863;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-07-01;2026-02-21
S-ETK-564;098407481284;JOYOR;Adulte Joyor S5 Noir;2023-07-20;2025-03-11
S-KTT-222;063685341595;OKAI;OKAI NEON LITE ES10 - BLACK;2022-09-12;2024-05-04
S-PBI-670;018047868508;VOLANS;adulte - e step;2023-02-23;2024-10-15
S-OKK-522;022867149766;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-01-21;2025-09-12
S-EVX-500;043532273068;BOHLT;Pliable eKick TD9 - Noir;2025-06-28;2027-02-18
S-GEQ-163;021323863654;XIAOMI;Xiaomi Mi 3;2022-09-30;2024-05-22
S-OTT-756;052646128229;RAZOR;Power Core E100 -Enfant;2025-11-14;2027-07-07
S-EYT-066;024029207918;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-03-26;2025-11-16
S-SVS-147;022308288339;JOYOR;Adulte Joyor S10-S Noir;2025-05-14;2027-01-04
S-KPJ-203;061321113815;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2023-05-31;2025-01-20
S-HML-624;005041092230;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2023-03-29;2024-11-18
S-TTR-509;096657954167;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-04-12;2025-12-03
S-KCH-693;030300174599;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2022-08-19;2024-04-10
S-QZK-645;059727573439;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2024-12-15;2026-08-07
S-FBL-915;056924382077;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2022-10-27;2024-06-18
S-PQD-180;042508353734;JOYOR;Adulte Joyor GS5 Noir;2023-06-22;2025-02-11
S-QFJ-863;023367669679;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-07-26;2025-03-17
S-YPA-286;018859804147;JOYOR;Adulte Joyor G5 Noir;2022-11-20;2024-07-12
S-LSR-324;007991034593;XIAOMI;Xiaomi 4 GO;2025-09-28;2027-05-21
S-QAG-195;072263368186;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-05-31;2027-01-21
S-KBE-858;051389015757;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2023-05-25;2025-01-14
S-NRB-288;028092496956;WISPEED;WISPEED T850 V2;2023-02-22;2024-10-14
S-LDK-061;066905435536;OXELO;Decathlon R900E;2024-04-06;2025-11-27
S-USK-107;022425817553;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2022-11-03;2024-06-25
S-QGV-115;056379630820;YEEP.ME;yeep.me 100s ROLAND GARROS - 60km - Édition limitée;2025-01-26;2026-09-18
S-QSG-089;026432739862;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2025-09-25;2027-05-18
S-TZT-054;032206840489;SUOTU;Suotu M5 pour enfants et adultes;2022-10-19;2024-06-10
S-CUX-293;049706440342;SUOTU;Suotu R1 pour adultes;2025-01-30;2026-09-22
S-BPM-247;003418712621;BOHLT;pliable - eKick 10 PRO - Noir;2023-06-03;2025-01-23
S-IQW-385;070544346740;SEGWAY-NINEBOT;Ninebot F2 Plus;2025-05-07;2026-12-28
S-BKA-956;052706058075;SUOTU;Suotu R1 PRO pour adultes;2025-10-25;2027-06-17
S-MIT-993;090630411540;OKAI;Scooter électrique à pédale Okai ES20 Blanc;2023-06-02;2025-01-22
S-NGV-999;062030758988;SUOTU;Suotu rytigo 6;2022-08-18;2024-04-09
S-QND-789;007895312374;JOYOR;Adulte Joyor S5 Noir;2023-11-13;2025-07-05
S-EEC-338;070858410063;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2024-09-27;2026-05-20
S-IQO-205;081866362240;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2023-01-19;2024-09-10
S-JGN-616;018348813843;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2024-01-19;2025-09-10
S-ZJA-175;037840570486;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2025-05-01;2026-12-22
S-RCQ-345;038693739370;SEGWAY-NINEBOT;Ninebot F2 Pro E;2024-10-28;2026-06-20
S-OGS-742;023251478487;RAZOR;Power Core E100 -Enfant;2024-04-10;2025-12-01
S-DRD-162;007117548435;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-12-15;2024-08-06
S-KQD-189;043042110745;JOYOR;Adulte Joyor Y10 Noir;2023-06-08;2025-01-28
S-KAJ-669;092021666983;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2024-07-05;2026-02-25
S-FSV-127;022728207495;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2024-08-06;2026-03-29
S-LCX-262;078468868339;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-04-24;2025-12-15
S-XIS-860;031385351336;BOHLT;Pliable eKick TD9 - Noir;2024-12-04;2026-07-27
S-TUJ-371;064289868216;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-04-21;2026-12-12
S-LPC-152;083020817107;XIAOMI;Xiaomi 4 Lite;2023-07-15;2025-03-06
S-XDX-122;085726251691;SUOTU;Suotu R1 pour adultes;2025-03-11;2026-11-01
S-KMM-039;007244693381;SEGWAY-NINEBOT;Ninebot F2;2025-10-27;2027-06-19
S-QIU-923;039872393078;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2024-02-11;2025-10-03
S-HWJ-668;082699125676;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2023-01-12;2024-09-03
S-UPM-440;071759725010;JOYOR;Adulte Joyor F3;2023-08-24;2025-04-15
S-RJU-330;050787159851;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-03-12;2025-11-02
S-JTC-544;086786350395;NAVEE;Scooter électrique Navee N65 Noir;2024-07-23;2026-03-15
S-ZTR-653;059269694669;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2023-09-10;2025-05-02
S-MKG-242;090257600086;SUOTU;Suotu R1 pour adultes;2024-11-20;2026-07-13
S-TZQ-100;062992064990;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2024-09-13;2026-05-06
S-QWR-728;007922489891;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2025-05-05;2026-12-26
S-SOB-431;090356738403;JOYOR;adulte Joyor Y5S blanche;2025-07-24;2027-03-16
S-KWE-204;081365083523;OXELO;Decathlon R920E;2023-07-22;2025-03-13
S-AKG-492;072740972708;JOYOR;Adulte Joyor F5S+ Noir;2022-11-15;2024-07-07
S-XEN-553;023032137932;JOYOR;Adulte Joyor Y5S Noir;2024-08-16;2026-04-08
S-HUF-815;010844881938;BOHLT;pliable - eKick 10 PRO - Noir;2025-09-18;2027-05-11
S-ZHE-708;001653317487;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2025-06-05;2027-01-26
S-XSO-171;004267822327;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-04-13;2024-12-03
S-PSQ-130;013469688593;JOYOR;Adulte Joyor X5S Noir;2025-02-03;2026-09-26
S-FQK-864;062415935357;YEEP.ME;YEEP.ME 100a start - 10'' 500W 30km - Garantie 5 ans;2025-08-19;2027-04-11
S-FMB-389;007450029433;SUOTU;Suotu R1 pour adultes;2022-08-21;2024-04-12
S-XID-077;016759826274;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2025-01-19;2026-09-11
S-OZX-189;034021879450;SUOTU;Suotu R1 pour adultes;2024-09-24;2026-05-17
S-AIA-749;094567661408;JOYOR;Adulte Joyor Y10 Noir;2025-09-08;2027-05-01
S-QJA-219;014987515849;JOYOR;Adulte Joyor GS5 Noir;2024-12-23;2026-08-15
S-BER-563;079183908084;SUOTU;Suotu rytigo 6;2023-02-22;2024-10-14
S-HBG-278;057820664657;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2022-09-16;2024-05-08
S-HWA-717;019421493282;SUOTU;Suotu R1 pour adultes;2025-04-09;2026-11-30
S-OKQ-895;054692312809;JOYOR;Adulte Joyor X5S Noir;2023-11-20;2025-07-12
S-RYU-968;089486626641;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2023-01-11;2024-09-02
S-WJL-851;057908324505;UNAGI;Unagi Dual Motor;2023-05-08;2024-12-28
S-LRA-481;073643022238;SEGWAY-NINEBOT;Kickscooter F2 E - Step Adultes - Vitesse Maximale:25km - Autonomie:40km;2022-12-13;2024-08-04
S-OFO-269;089177581628;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-05-12;2027-01-02
S-TDW-291;060432627499;WEEBOT;Inoe Sweemie 2;2025-05-06;2026-12-27
S-QSQ-850;093419855864;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2022-11-17;2024-07-09
S-EPT-262;055297959585;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-03-29;2024-11-18
S-TAZ-291;087413329876;JOYOR;Adulte Joyor S10-S Noir;2025-08-04;2027-03-27
S-GXD-200;064355285001;SEGWAY-NINEBOT;KickScooter MAX G2 E- Pas Adultes - Vitesse maximale: 25km - Rayon: 70km;2023-12-29;2025-08-20
S-NGI-437;075873734372;JOYOR;adulte Joyor Y5S blanche;2023-03-25;2024-11-14
S-CCF-171;040096209455;XIAOMI;Xiaomi Scooter 4;2022-11-27;2024-07-19
S-ETO-663;014240783408;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2025-08-20;2027-04-12
S-OYT-539;088321727569;XIAOMI;Xiaomi Mi 3;2024-02-15;2025-10-07
S-RPZ-633;079115155621;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2024-08-19;2026-04-11
S-YXN-480;052279684482;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2022-09-26;2024-05-18
S-KEO-507;035610164747;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2024-02-04;2025-09-26
S-TLJ-830;018226858958;TO.TEM;LYNX - 3 ROUES;2023-07-18;2025-03-09
S-RHB-019;037911041251;RAZOR;Power Core E100 -Enfant;2024-12-06;2026-07-29
S-KJF-908;019998889101;NAVEE;Navee V40 Pro scooter électrique 280Wh 25 km guidon pliant noir;2023-01-14;2024-09-05
S-SGQ-580;046743620803;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2022-10-29;2024-06-20
S-UKJ-663;017989456122;SUOTU;Suotu rytigo 6;2024-11-18;2026-07-11
S-YLW-404;025624125625;XIAOMI;Xiaomi Mi 3;2023-12-02;2025-07-24
S-XBY-782;042117498118;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2025-08-04;2027-03-27
S-IVS-817;014202598690;SEGWAY-NINEBOT;Ninebot F2;2025-07-26;2027-03-18
S-KLW-739;078750891937;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2024-07-19;2026-03-11
S-SRD-726;032482680684;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-06-10;2025-01-30
S-CMY-249;014159150895;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km rouge;2022-10-21;2024-06-12
S-UIB-919;020701659215;PRIXTON;Eco Tour PRIXTON|Vitesse 24 km/h|Angle d'ascension de 15º;2025-08-23;2027-04-15
S-DID-683;062507270135;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2025-06-28;2027-02-18
S-GCN-834;094565246160;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-02-01;2026-09-24
S-SPV-432;038378505753;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2023-10-18;2025-06-09
S-KDX-875;016773992025;JOYOR;Adulte Joyor X5S Noir;2025-06-24;2027-02-14
S-MUV-431;098627150810;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-09-23;2025-05-15
S-TAV-030;003920263646;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-09-12;2025-05-04
S-DPY-365;097193619528;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2024-06-28;2026-02-18
S-NEK-121;050542892670;OXELO;Decathlon R920E;2025-04-07;2026-11-28
S-WYJ-227;082880537422;OXELO;Decathlon R920E;2024-08-26;2026-04-18
S-WCI-533;024907439036;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2023-07-29;2025-03-20
S-NQJ-213;019897198436;VOLANS;adulte - e step;2024-07-18;2026-03-10
S-WVT-762;007691405742;YEEP.ME;"100 La routière 10"" - Autonomie 50km - Ultra équipée";2024-02-10;2025-10-02
S-WBU-260;073580518945;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2023-08-14;2025-04-05
S-WDL-852;033124063972;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2024-03-23;2025-11-13
S-PXI-520;069138083034;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2025-05-16;2027-01-06
S-CZM-231;004756723551;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2022-10-05;2024-05-27
S-PYX-081;046840103117;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2025-08-11;2027-04-03
S-ZYG-131;033012719687;SUOTU;Suotu R1 PRO pour adultes;2023-12-25;2025-08-16
S-EYC-945;079661746925;MOTUS;Motus Scooty 10 2023, 350 W, 20 km/h, clignotants;2022-09-08;2024-04-30
S-IGS-372;068242626186;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2024-09-06;2026-04-29
S-SHJ-220;082154248989;JOYOR;Adulte Joyor S5 Noir;2025-03-13;2026-11-03
S-CZU-399;083993120516;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2024-05-16;2026-01-06
S-LUD-993;035441119924;WISPEED;Wispeed T865;2023-06-28;2025-02-17
S-XEK-339;045709506384;NIU;Niu KQi3 Sport scooter électrique 365Wh noir;2024-09-02;2026-04-25
S-OFX-446;061648131921;JOYOR;Adulte Joyor F3 Blanc;2024-01-06;2025-08-28
S-KLH-719;085463871857;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2022-08-05;2024-03-27
S-RSQ-572;095816104602;NIU;Niu KQi3 Sport scooter électrique 365Wh 25 km blanc;2024-07-23;2026-03-15
S-JCZ-169;062603434752;JIVR;JIVR avec moteur 230W et triple système de freinage;2023-09-05;2025-04-27
S-GYT-782;097967665796;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2024-02-13;2025-10-05
S-IGM-498;030440558742;SIVER;"Motus Siver City 20 km/h, 250 W, 8""";2025-03-17;2026-11-07
S-GVV-279;091069486634;SEGWAY-NINEBOT;Ninebot F2 Plus;2023-11-02;2025-06-24
S-NKK-383;004117181337;JOYOR;Adulte Joyor Y5S Noir;2023-03-14;2024-11-03
S-WAS-581;038839004932;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2023-03-20;2024-11-09
S-EAX-133;024627746204;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-02-01;2024-09-23
S-DHE-424;018136853759;NAVEE;Scooter électrique Navee N65 Noir;2024-04-03;2025-11-24
S-JVV-107;031047303291;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2025-03-21;2026-11-11
S-OKN-679;035877498419;SUOTU;Suotu R1 PRO pour adultes;2022-11-25;2024-07-17
S-XYH-105;025557877210;NAVEE;Scooter électrique Navee N65 Noir;2024-06-30;2026-02-20
S-ZOV-491;002850617199;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2023-07-19;2025-03-10
S-EYI-675;036724958789;TO.TEM;LYNX - 3 ROUES - CAMÉRA POSTERIEURE;2024-01-13;2025-09-04
S-KEC-133;099236752357;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2023-04-05;2024-11-25
S-ZNY-481;082218354977;SEGWAY-NINEBOT;SEGWAY Ninebot GT1E    2;2023-07-25;2025-03-16
S-YOY-376;065502039324;WISPEED;Wispeed T865;2024-04-08;2025-11-29
S-ZVZ-346;012645722384;KUGOO;Kugoo S1 pro pour enfants et adultes;2024-09-08;2026-05-01
S-YKV-529;023263424629;JOYOR;Adulte Joyor F3 Blanc;2022-09-09;2024-05-01
S-LQJ-718;028630290159;TO.TEM;LYNX - 3 ROUES;2025-02-19;2026-10-12
S-PCI-442;003071123441;JOYOR;Adulte Joyor GS5 Noir;2023-09-29;2025-05-21
S-JGB-016;051383853824;NIU;Niu KQi2 Pro scooter électrique 365Wh 25 km blanc;2024-10-30;2026-06-22
S-JPP-509;051042418915;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2022-12-08;2024-07-30
S-WDU-396;044635987294;NAVEE;Scooter électrique Navee N65 Noir;2024-07-07;2026-02-27
S-TJR-750;028237409940;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-01-31;2025-09-22
S-BYF-799;027442613716;JOYOR;Adulte Joyor G5 Noir;2025-11-09;2027-07-02
S-VTB-555;059255498088;KUGOO;Kugoo S1 pro pour enfants et adultes;2025-07-14;2027-03-06
S-EJE-927;081212830244;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2022-11-24;2024-07-16
S-BBM-368;017091500856;JOYOR;Joyor Y10 blanche;2023-05-13;2025-01-02
S-KBQ-364;067409034033;RAZOR;Power Core E100 -Enfant;2025-02-20;2026-10-13
S-MXM-045;056776292434;SIVER;"Motus Siver City Yellow 250 W 20 km/h, 250 W, 8""";2023-05-03;2024-12-23
S-MXN-038;072741744777;KUGOO;Kugoo S1 pro pour enfants et adultes;2022-12-20;2024-08-11
S-QOZ-144;088415017867;KUGOO;Kugoo S1 pro pour enfants et adultes;2023-03-03;2024-10-23
S-KRK-670;074566486312;JOYOR;Adulte Joyor S5 Noir;2024-07-12;2026-03-04
S-QDS-069;024600121388;SUOTU;Suotu R1 pour adultes;2022-08-15;2024-04-06
S-DVS-878;056347519380;RAZOR;Power Core E100 -Enfant;2024-04-09;2025-11-30
S-QRC-445;074037109127;XIAOMI;Xiaomi 4 Lite;2023-01-21;2024-09-12
S-NZV-909;001017177638;JOYOR; Adulte Joyor F1 Noir;2023-04-04;2024-11-24
S-LFQ-925;058793957825;SHARP;Sharp KS1AEU-B Scooter électrique avec écran intégré et contrôle par application;2024-09-07;2026-04-30
S-BFH-650;032049705926;RAZOR;Power Core E100 -Enfant;2023-08-25;2025-04-16
S-VIS-179;031568294500;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2024-06-26;2026-02-16
S-HXT-263;041581918537;SHARP;Sharp KS2AEU-B e-Scooter avec écran intégré et double suspension arrière;2022-11-26;2024-07-18
S-XWF-215;081524462601;SUOTU;Suotu R1 PRO pour adultes;2025-02-26;2026-10-19
S-GIF-311;023677431508;JOYOR;Adulte Joyor Y5S Noir;2025-05-31;2027-01-21
S-XGT-268;006507043786;XIAOMI;Xiaomi Mi 3;2025-09-14;2027-05-07
S-MOA-408;084604473049;SEGWAY-NINEBOT;Ninebot F2;2023-10-26;2025-06-17
S-MTJ-696;017001642243;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2024-07-29;2026-03-21
S-QOR-841;077921241932;OXELO;Decathlon R920E;2024-02-14;2025-10-06
S-KVF-311;079193495357;UNAGI;Unagi Dual Motor;2023-03-06;2024-10-26
S-NOC-253;064745087083;NAVEE;Navee V40 scooter électrique 280Wh 25 km noir;2022-08-22;2024-04-13
S-DIG-017;014710697908;RAZOR;Power Core E100 -Enfant;2022-10-04;2024-05-26
S-LXG-001;004469492379;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-04-04;2024-11-24
S-QCC-830;036672030527;OXELO;Decathlon R900E;2024-06-25;2026-02-15
S-BFX-929;013981193794;JOYOR;Adulte Joyor X5S Noir;2023-12-14;2025-08-05
S-RXQ-861;044043496274;XIAOMI;Xiaomi 4 GO;2023-05-30;2025-01-19
S-TPG-913;032068459775;JOYOR;adulte Joyor Y5S blanche;2024-10-21;2026-06-13
S-AWT-173;014694780755;YEEP.ME;"yeep.me 80n - 13kg - 8"" 7,8Ah 30km";2024-01-17;2025-09-08
S-QXV-151;046883630392;OXELO;Decathlon R900E;2025-01-09;2026-09-01
S-MVE-279;003315575692;SEGWAY-NINEBOT;Ninebot F2;2025-07-10;2027-03-02
S-YWP-549;074679087085;JIVR;JIVR PLUS avec moteur 230W et triple système de freinage;2025-06-28;2027-02-18
S-TBP-720;003861372860;RED6;pliable - RED6 85 SPARROW - Vitesse Max 25 Km - Batterie;2025-06-24;2027-02-14
S-FRH-556;010947522817;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2025-04-08;2026-11-29
S-XSP-379;009595081286;OXELO;Decathlon R900E;2023-09-18;2025-05-10
S-LCO-956;049859199940;YEEP.ME;100C Signature- Autonomie 50km - avec clignotants;2024-10-10;2026-06-02
S-TUV-726;078705465367;UNAGI;Unagi Dual Motor;2025-06-11;2027-02-01
S-ZNA-802;074546885730;JOYOR;Adulte Joyor Y10 Noir;2023-01-11;2024-09-02
S-ZXX-607;024604036155;MOTUS;"Motus Scooty 8.5"", Puissance 350W, Batterie 7.8Ah";2022-12-19;2024-08-10
S-QFS-438;004467001808;WEELING;"S9 Plus 800W-48V-15Ah (720Wh) - roue 10""";2023-07-07;2025-02-26
S-CRQ-761;032431122460;OKAI;Scooter électrique Okai ES20 Noir;2025-06-02;2027-01-23
S-SJP-387;005423568601;JOYOR;Adulte Joyor Y10 Noir;2023-01-04;2024-08-26
S-NUI-538;012828046734;SEGWAY-NINEBOT;Ninebot F2;2023-01-23;2024-09-14
S-MHB-422;006469267514;XIAOMI;NOUVEAUTÉ Xiaomi Scooter 4 Ultra;2023-03-28;2024-11-17
S-GBU-900;004854411429;NAVEE;Navee V50 scooter électrique 374Wh 25 km guidon pliant noir;2022-11-10;2024-07-02
S-AAX-964;065722910683;WINDGOO;Windgoo M20 pour enfants et adultes;2025-04-11;2026-12-02
S-FXU-058;032718654707;SIVER;"Motus Siver City Red 250 W 20 km/h, 250 W, 8""";2025-07-29;2027-03-21
S-OFT-622;020465568174;YEEP.ME;85 Signature - Autonomie 35km - AVEC CLIGNOTANTS;2024-05-12;2026-01-02
S-ICK-869;080344097099;JOYOR;Adulte Joyor Y5S Noir;2024-01-26;2025-09-17
S-FQQ-708;001599815559;WEELING;"S9 800W-48V-13Ah (624Wh) - roue 10""";2025-09-29;2027-05-22
S-YAP-698;074326500517;SEGWAY-NINEBOT;Ninebot F2 Plus;2024-02-20;2025-10-12
S-WOK-480;074664036040;OXELO;Decathlon R900E;2022-12-04;2024-07-26
S-YTS-802;053062969857;OKAI;OKAI NEON LITE ES10 - BLACK;2025-03-15;2026-11-05
S-XYE-312;018087270760;JOYOR;Adulte Joyor S10-S Noir;2024-12-24;2026-08-16
S-AUI-885;036385368403;YEEP.ME;YEEP.ME 100a sport - 10'' 750W 55km - Garantie 5 ans;2024-11-14;2026-07-07
S-MJS-272;038261803792;SEGWAY-NINEBOT;Ninebot F2;2023-09-21;2025-05-13
S-OEI-069;027339985234;ECO FLYING;"H100 350W-36V-10Ah (360Wh) - roue 20""";2023-09-23;2025-05-15
S-CSY-297;047593024324;OXELO;Decathlon R920E;2024-03-22;2025-11-12
S-ZKD-159;034598408102;JIVR;JIVR avec moteur 230W et triple système de freinage;2024-06-15;2026-02-05
S-RSU-870;015227657494;WEEBOT;Inoe Sweemie 2;2022-09-24;2024-05-16
S-UWF-606;088841949340;TO.TEM;LYNX - 3 ROUES;2025-08-11;2027-04-03
S-YKL-213;066834976924;JOYOR;Adulte Joyor Y5S Noir;2023-11-12;2025-07-04
S-DER-427;094965276549;BOHLT;Bohlt EKICK 10 Air Scooter électrique;2024-06-05;2026-01-26
S-ULX-934;080710520786;SUOTU;Suotu M5 pour enfants et adultes;2023-05-04;2024-12-24
S-LFY-738;096063222386;YEEP.ME;YEEP.ME 85a start - 8.5'' 350W 20km - Garantie 5 ans;2024-05-29;2026-01-19
S-DJD-706;092082138297;JOYOR;Adulte Joyor F3;2022-10-11;2024-06-02
S-KJB-245;023341145566;SEGWAY-NINEBOT;SEGWAY Ninebot P65E;2024-10-10;2026-06-02
